key_id,player_id,family_name,given_name,birth_date,female,goal_keeper,defender,midfielder,forward,count_tournaments,list_tournaments,player_wikipedia_link,position
2926,P-39692,Eyobo,Oscar,1961-10-23,0,0,0,0,1,1,1982,https://en.wikipedia.org/wiki/Oscar_Eyobo,forward
2927,P-15923,Eyzaguirre,Luis,1939-06-22,0,0,1,0,0,2,"1962, 1966",https://en.wikipedia.org/wiki/Luis_Eyzaguirre,defender
2928,P-95374,Ezatolahi,Saeid,1996-10-01,0,0,0,1,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Saeid_Ezatolahi,midfielder
2929,P-51723,Ezenwa,Ikechukwu,1988-10-16,0,1,0,0,0,1,2018,https://en.wikipedia.org/wiki/Ikechukwu_Ezenwa,goal_keeper
2930,P-26950,Ezeocha,Ngozi,1973-10-12,1,0,1,0,0,2,"1991, 1995",https://en.wikipedia.org/wiki/Ngozi_Ezeocha,defender
2931,P-26103,Ezeugo,Emeka,1965-12-16,0,0,1,0,0,1,1994,https://en.wikipedia.org/wiki/Emeka_Ezeugo,defender
2932,P-21052,Ezzalzouli,Abde,2001-12-17,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Abde_Ezzalzouli,forward
2933,P-64003,Fabbri,N?stor,1968-04-29,0,0,1,0,0,1,1990,https://en.wikipedia.org/wiki/N%C3%A9stor_Fabbri,defender
2934,P-36687,Fabi?n,Marco,1989-07-21,0,0,0,1,1,2,"2014, 2018",https://en.wikipedia.org/wiki/Marco_Fabi%C3%A1n,midfielder
2935,P-06224,Fabiana,not applicable,1989-08-04,1,0,1,0,1,2,"2011, 2015",https://en.wikipedia.org/wiki/Fabiana_da_Silva_Sim%C3%B5es,defender
2936,P-98528,Fabiano,Lu?s,1980-11-08,0,0,0,0,1,1,2010,https://en.wikipedia.org/wiki/Lu%C3%ADs_Fabiano,forward
2937,P-57476,Fabia?ski,?ukasz,1985-04-18,0,1,0,0,0,2,"2006, 2018",https://en.wikipedia.org/wiki/%C5%81ukasz_Fabia%C5%84ski,goal_keeper
2938,P-77071,Fabinho,not applicable,1993-10-23,0,0,0,1,0,1,2022,"https://en.wikipedia.org/wiki/Fabinho_(footballer,_born_1993)",midfielder
2939,P-81297,F?bregas,Cesc,1987-05-04,0,0,0,1,0,3,"2006, 2010, 2014",https://en.wikipedia.org/wiki/Cesc_F%C3%A0bregas,midfielder
2940,P-68170,Facchetti,Giacinto,1942-07-18,0,0,1,0,0,3,"1966, 1970, 1974",https://en.wikipedia.org/wiki/Giacinto_Facchetti,defender
2941,P-14074,Facundo,H?ctor,1937-11-02,0,0,0,0,1,1,1962,https://en.wikipedia.org/wiki/H%C3%A9ctor_Facundo,forward
2942,P-62977,Fadiga,Khalilou,1974-12-30,0,0,0,1,0,1,2002,https://en.wikipedia.org/wiki/Khalilou_Fadiga,midfielder
2943,P-75161,Fadili,Jalili,1940-01-01,0,0,1,0,0,1,1970,https://en.wikipedia.org/wiki/Jalili_Fadili,defender
2944,P-14259,Fa?,Emerse,1984-01-24,0,0,0,1,0,1,2006,https://en.wikipedia.org/wiki/Emerse_Fa%C3%A9,midfielder
2945,P-61413,Faes,Wout,1998-04-03,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Wout_Faes,defender
2946,P-23207,Fagerstr?m,Linda,1977-03-17,1,0,0,1,0,2,"1999, 2003",https://en.wikipedia.org/wiki/Linda_Fagerstr%C3%B6m,midfielder
2947,P-97493,Fagner,not applicable,1989-06-11,0,0,1,0,0,1,2018,https://en.wikipedia.org/wiki/Fagner_Conserva_Lemos,defender
2948,P-47601,Fagoaga,Ram?n,1952-01-12,0,0,1,0,0,1,1982,https://en.wikipedia.org/wiki/Ram%C3%B3n_Fagoaga,defender
2949,P-82850,Fahmy,Aziz,not available,0,1,0,0,0,1,1934,https://en.wikipedia.org/wiki/Aziz_Fahmy,goal_keeper
2950,P-98864,Fahrian,Wolfgang,1941-05-31,0,1,0,0,0,1,1962,https://en.wikipedia.org/wiki/Wolfgang_Fahrian,goal_keeper
2951,P-47677,Fai,Collins,1992-08-13,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Collins_Fai,defender
2952,P-53620,Fair,Lorrie,1978-08-05,1,0,0,1,0,1,1999,https://en.wikipedia.org/wiki/Lorrie_Fair,midfielder
2953,P-75417,Fajardo,Luis,1963-08-18,0,0,0,1,0,1,1990,https://en.wikipedia.org/wiki/Luis_Fajardo_Posada,midfielder
2954,P-46039,Fajr,Fay?al,1988-08-01,0,0,0,1,0,1,2018,https://en.wikipedia.org/wiki/Fay%C3%A7al_Fajr,midfielder
2955,P-74655,Falcao,Radamel,1986-02-10,0,0,0,0,1,1,2018,https://en.wikipedia.org/wiki/Radamel_Falcao,forward
2956,P-35736,Falc?o,not applicable,1953-10-16,0,0,0,1,0,2,"1982, 1986",https://en.wikipedia.org/wiki/Paulo_Roberto_Falc%C3%A3o,midfielder
2957,P-84258,Falc?n,Andrea,1997-02-28,1,0,0,1,0,1,2019,https://en.wikipedia.org/wiki/Andrea_Falc%C3%B3n,midfielder
2958,P-45067,Falin,Yuri,1937-04-02,0,0,0,0,1,1,1958,https://en.wikipedia.org/wiki/Yuri_Falin,forward
2959,P-17894,Falk,Bettina,1981-03-31,1,0,1,0,0,1,2007,https://en.wikipedia.org/wiki/Bettina_Falk,defender
2960,P-96469,Falk,Jennifer,1993-04-26,1,1,0,0,0,1,2019,https://en.wikipedia.org/wiki/Jennifer_Falk,goal_keeper
2961,P-20963,Fallon,Rory,1982-03-20,0,0,0,0,1,1,2010,https://en.wikipedia.org/wiki/Rory_Fallon,forward
2962,P-68281,Fan,Chunling,1972-02-02,1,0,0,0,1,1,1999,https://en.wikipedia.org/wiki/Fan_Chunling,forward
2963,P-36217,Fan,Yunjie,1972-04-29,1,0,1,0,0,3,"1995, 1999, 2003",https://en.wikipedia.org/wiki/Fan_Yunjie,defender
2964,P-24535,Fan,Zhiyi,1969-11-06,0,0,1,0,0,1,2002,https://en.wikipedia.org/wiki/Fan_Zhiyi,defender
2965,P-89759,Fanta,not applicable,1966-09-14,1,0,1,1,0,3,"1991, 1995, 1999",https://en.wikipedia.org/wiki/Fanta_(footballer),defender
2966,P-14915,Faraki,Hossein,1956-04-19,0,0,0,0,1,1,1978,https://en.wikipedia.org/wiki/Hossein_Faraki,forward
2967,P-89897,Faras,Ahmed,1946-12-07,0,0,0,0,1,1,1970,https://en.wikipedia.org/wiki/Ahmed_Faras,forward
2968,P-70132,Farf?n,Jefferson,1984-10-26,0,0,0,0,1,1,2018,https://en.wikipedia.org/wiki/Jefferson_Farf%C3%A1n,forward
2969,P-09921,Farf?n,Salvador,1932-06-22,0,0,0,1,0,1,1962,https://en.wikipedia.org/wiki/Salvador_Farf%C3%A1n,midfielder
2970,P-22625,Far?as,Arturo,1927-09-01,0,0,1,0,0,1,1950,https://en.wikipedia.org/wiki/Arturo_Far%C3%ADas,defender
2971,P-46424,Far?as,Rogelio,1949-08-13,0,0,0,1,0,1,1974,https://en.wikipedia.org/wiki/Rogelio_Far%C3%ADas,midfielder
2972,P-77051,Fariba,Behtash,1955-02-11,0,0,0,0,1,1,1978,https://en.wikipedia.org/wiki/Behtash_Fariba,forward
2973,P-74113,Farkas,J?nos,1942-03-27,0,0,0,0,1,2,"1962, 1966",https://en.wikipedia.org/wiki/J%C3%A1nos_Farkas,forward
2974,P-19148,Farley,Karen,1970-09-02,1,0,0,0,1,1,1995,https://en.wikipedia.org/wiki/Karen_Farley,forward
2975,P-74139,Farnerud,Pontus,1980-06-04,0,0,0,1,0,1,2002,https://en.wikipedia.org/wiki/Pontus_Farnerud,midfielder
2976,P-71875,Fassnacht,Christian,1993-11-11,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Christian_Fassnacht,midfielder
2977,P-44093,Fathy,Ahmed,1984-11-10,0,0,1,0,0,1,2018,https://en.wikipedia.org/wiki/Ahmed_Fathy,defender
2978,P-33854,Fati,Ansu,2002-10-31,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Ansu_Fati,forward
2979,P-89658,Fatoumata,not applicable,1994-03-27,1,0,0,0,1,1,2011,https://en.wikipedia.org/wiki/Fatoumata_(footballer),forward
2980,P-80623,Fatton,Jacques,1925-12-19,0,0,0,0,1,2,"1950, 1954",https://en.wikipedia.org/wiki/Jacques_Fatton,forward
2981,P-23253,Fattori,Osvaldo,1922-06-22,0,0,1,0,0,1,1950,https://en.wikipedia.org/wiki/Osvaldo_Fattori,defender
2982,P-51934,Faulhaber,Gerrit,1912-09-22,0,0,0,1,0,1,1938,https://en.wikipedia.org/wiki/Gerrit_Faulhaber,midfielder
2983,P-52323,Fausto,not applicable,1905-01-28,0,0,1,0,0,1,1930,https://en.wikipedia.org/wiki/Fausto_dos_Santos,defender
2984,P-30345,Fawcett,Joy,1968-02-08,1,0,1,0,0,4,"1991, 1995, 1999, 2003",https://en.wikipedia.org/wiki/Joy_Fawcett,defender
2985,P-28239,Fawzi,Abdulrahman,1909-08-11,0,0,0,0,1,1,1934,https://en.wikipedia.org/wiki/Abdulrahman_Fawzi,forward
2986,P-42976,Faye,Amdy,1977-03-12,0,0,0,1,0,1,2002,https://en.wikipedia.org/wiki/Amdy_Faye,midfielder
2987,P-08275,Fayzulin,Viktor,1986-04-22,0,0,0,1,0,1,2014,https://en.wikipedia.org/wiki/Viktor_Fayzulin,midfielder
2988,P-99185,Fazekas,L?szl?,1947-10-15,0,0,0,0,1,2,"1978, 1982",https://en.wikipedia.org/wiki/L%C3%A1szl%C3%B3_Fazekas,forward
2989,P-00981,Fazio,Federico,1987-03-17,0,0,1,0,0,1,2018,https://en.wikipedia.org/wiki/Federico_Fazio,defender
2990,P-85952,Fede,not applicable,1912-10-14,0,0,0,1,0,1,1934,https://en.wikipedia.org/wiki/Federico_S%C3%A1iz,midfielder
2991,P-33989,Federici,Adam,1985-01-31,0,1,0,0,0,1,2010,https://en.wikipedia.org/wiki/Adam_Federici,goal_keeper
2992,P-09442,Fedosov,Genrich,1932-12-06,0,0,0,0,1,1,1958,https://en.wikipedia.org/wiki/Genrich_Fedosov,forward
2993,P-12165,Feghouli,Sofiane,1989-12-26,0,0,0,1,0,1,2014,https://en.wikipedia.org/wiki/Sofiane_Feghouli,midfielder
2994,P-77565,Feiersinger,Wolfgang,1965-01-30,0,0,1,0,0,1,1998,https://en.wikipedia.org/wiki/Wolfgang_Feiersinger,defender
2995,P-95869,Feigenbaum,Yehoshua,1947-12-05,0,0,0,0,1,1,1970,https://en.wikipedia.org/wiki/Yehoshua_Feigenbaum,forward
2996,P-09461,Feilhaber,Benny,1985-01-19,0,0,0,1,0,1,2010,https://en.wikipedia.org/wiki/Benny_Feilhaber,midfielder
2997,P-76271,Fejzi?,Jasmin,1986-05-15,0,1,0,0,0,1,2014,https://en.wikipedia.org/wiki/Jasmin_Fejzi%C4%87,goal_keeper
2998,P-20754,Fekir,Nabil,1993-07-18,0,0,0,0,1,1,2018,https://en.wikipedia.org/wiki/Nabil_Fekir,forward
2999,P-38288,Felecan,Iacob,1914-03-01,0,0,1,0,0,1,1938,https://en.wikipedia.org/wiki/Iacob_Felecan,defender
3000,P-17931,F?lix,Jo?o,1999-11-10,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Jo%C3%A3o_F%C3%A9lix,forward
3001,P-39749,F?lix,not applicable,1937-12-24,0,1,0,0,0,1,1970,https://en.wikipedia.org/wiki/F%C3%A9lix_Mi%C3%A9lli_Venerando,goal_keeper
3002,P-63363,Fellaini,Marouane,1987-11-22,0,0,0,1,0,2,"2014, 2018",https://en.wikipedia.org/wiki/Marouane_Fellaini,midfielder
3003,P-87821,Fenwick,Terry,1959-11-17,0,0,1,0,0,1,1986,https://en.wikipedia.org/wiki/Terry_Fenwick,defender
3004,P-36108,Fenyvesi,M?t?,1933-09-20,0,0,0,0,1,3,"1958, 1962, 1966",https://en.wikipedia.org/wiki/M%C3%A1t%C3%A9_Fenyvesi,forward
3005,P-20877,Fer,Leroy,1990-01-05,0,0,0,1,0,1,2014,https://en.wikipedia.org/wiki/Leroy_Fer,midfielder
3006,P-89205,Ferdinand,Les,1966-12-08,0,0,0,0,1,1,1998,https://en.wikipedia.org/wiki/Les_Ferdinand,forward
3007,P-01249,Ferdinand,Rio,1978-11-07,0,0,1,0,0,3,"1998, 2002, 2006",https://en.wikipedia.org/wiki/Rio_Ferdinand,defender
3008,P-48327,Fergani,Ali,1952-09-21,0,0,0,1,0,1,1982,https://en.wikipedia.org/wiki/Ali_Fergani,midfielder
3009,P-56574,Ferguson,Alicia,1981-10-31,1,0,0,1,1,2,"1999, 2007",https://en.wikipedia.org/wiki/Alicia_Ferguson,midfielder
3010,P-39584,Fernandes,Bruno,1994-09-08,0,0,0,1,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Bruno_Fernandes,midfielder
3011,P-06977,Fernandes,Daniel,1983-09-25,0,1,0,0,0,1,2010,https://en.wikipedia.org/wiki/Daniel_Fernandes_(footballer),goal_keeper
3012,P-29932,Fernandes,Edimilson,1996-04-15,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Edimilson_Fernandes,defender
3013,P-77553,Fernandes,G?lson,1986-09-02,0,0,0,1,0,3,"2010, 2014, 2018",https://en.wikipedia.org/wiki/Gelson_Fernandes,midfielder
3014,P-99900,Fernandes,Manuel,1986-02-05,0,0,0,1,0,1,2018,"https://en.wikipedia.org/wiki/Manuel_Fernandes_(footballer,_born_1986)",midfielder
3015,P-17872,Fernandes,M?rio,1990-09-19,0,0,1,0,0,1,2018,https://en.wikipedia.org/wiki/M%C3%A1rio_Fernandes_(footballer),defender
3016,P-99965,Fern?ndez,?lvaro,1985-10-11,0,0,0,1,0,1,2010,https://en.wikipedia.org/wiki/%C3%81lvaro_Fern%C3%A1ndez_(Uruguayan_footballer),midfielder
3017,P-85736,Fern?ndez,?ngel,1971-08-02,0,0,0,0,1,1,2002,https://en.wikipedia.org/wiki/%C3%81ngel_Fern%C3%A1ndez,forward
3018,P-45649,Fern?ndez,Arturo,1910-04-10,0,0,1,0,0,1,1930,https://en.wikipedia.org/wiki/Arturo_Fern%C3%A1ndez_(footballer),defender
3019,P-29672,Fern?ndez,Augusto,1986-04-10,0,0,0,1,0,1,2014,https://en.wikipedia.org/wiki/Augusto_Fern%C3%A1ndez,midfielder
3020,P-10739,Fern?ndez,Enzo,2001-01-17,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Enzo_Fern%C3%A1ndez,midfielder
3021,P-72244,Fern?ndez,Federico,1989-02-21,0,0,1,0,0,1,2014,https://en.wikipedia.org/wiki/Federico_Fern%C3%A1ndez_(footballer),defender
3022,P-53503,Fern?ndez,F?lix,1967-01-11,0,1,0,0,0,1,1994,https://en.wikipedia.org/wiki/F%C3%A9lix_Fern%C3%A1ndez_(footballer),goal_keeper
3023,P-10061,Fern?ndez,Gualberto,1941-07-12,0,1,0,0,0,1,1970,https://en.wikipedia.org/wiki/Gualberto_Fern%C3%A1ndez,goal_keeper
3024,P-85729,Fern?ndez,Gustavo,1952-02-16,0,1,0,0,0,1,1974,https://en.wikipedia.org/wiki/Gustavo_Fern%C3%A1ndez_(Uruguayan_footballer),goal_keeper
3025,P-20506,Fern?ndez,Jos?,1939-02-14,0,0,1,0,0,1,1970,"https://en.wikipedia.org/wiki/Jos%C3%A9_Fern%C3%A1ndez_(footballer,_born_1939)",defender
3026,P-53856,Fern?ndez,Lorenzo,1900-05-20,0,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/Lorenzo_Fern%C3%A1ndez,midfielder
3027,P-00643,Fern?ndez,Luis,1959-10-02,0,0,0,1,0,1,1986,https://en.wikipedia.org/wiki/Luis_Fern%C3%A1ndez,midfielder
3028,P-96009,Fern?ndez,Mat?as,1986-05-15,0,0,0,1,0,1,2010,https://en.wikipedia.org/wiki/Mat%C3%ADas_Fern%C3%A1ndez,midfielder
3029,P-61667,Fern?ndez,Ren?,1906-01-01,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Ren%C3%A9_Fern%C3%A1ndez,forward
3030,P-47269,Fern?ndez,Roberto,1954-07-09,0,1,0,0,0,1,1986,"https://en.wikipedia.org/wiki/Roberto_Fern%C3%A1ndez_(footballer,_born_1954)",goal_keeper
3031,P-88751,Fern?ndez,Sebasti?n,1985-05-23,0,0,0,0,1,1,2010,https://en.wikipedia.org/wiki/Sebasti%C3%A1n_Fern%C3%A1ndez,forward
3032,P-77302,Fern?ndez,Tom?s,not available,0,0,0,0,1,1,1938,"https://en.wikipedia.org/wiki/Tom%C3%A1s_Fern%C3%A1ndez_(footballer,_born_1915)",forward
3033,P-41758,Fernandinho,not applicable,1985-05-04,0,0,0,1,0,2,"2014, 2018","https://en.wikipedia.org/wiki/Fernandinho_(footballer,_born_May_1985)",midfielder
3034,P-00708,Fernando,not applicable,1906-03-01,0,0,0,1,0,1,1930,https://en.wikipedia.org/wiki/Fernando_Guidicelli,midfielder
3035,P-84197,Fernando,not applicable,1965-09-11,0,0,0,1,0,1,1990,"https://en.wikipedia.org/wiki/Fernando_G%C3%B3mez_(footballer,_born_1965)",midfielder
3036,P-72928,Fernie,Willie,1928-11-22,0,0,0,0,1,2,"1954, 1958",https://en.wikipedia.org/wiki/Willie_Fernie_(footballer),forward
3037,P-65393,Ferraguzzi,Feriana,1959-02-20,1,0,0,1,0,1,1991,https://en.wikipedia.org/wiki/Feriana_Ferraguzzi,midfielder
3038,P-28851,Ferrante,Ugo,1945-07-18,0,0,0,1,0,1,1970,https://en.wikipedia.org/wiki/Ugo_Ferrante,midfielder
3039,P-67143,Ferrara,Ciro,1967-02-11,0,0,1,0,0,1,1990,https://en.wikipedia.org/wiki/Ciro_Ferrara,defender
3040,P-73751,Ferrara,Simone,1977-06-07,1,0,0,1,0,1,2007,https://en.wikipedia.org/wiki/Simone_Carmichael,midfielder
3041,P-39512,Ferrari,Giovanni,1907-12-06,0,0,0,0,1,2,"1934, 1938",https://en.wikipedia.org/wiki/Giovanni_Ferrari,forward
3042,P-17792,Ferrario,Rino,1926-12-07,0,0,0,1,0,1,1954,https://en.wikipedia.org/wiki/Rino_Ferrario,midfielder
3043,P-76282,Ferraris,Attilio,1904-03-26,0,0,0,1,0,1,1934,https://en.wikipedia.org/wiki/Attilio_Ferraris,midfielder
3044,P-58640,Ferraris,Pietro,1912-02-15,0,0,0,0,1,1,1938,https://en.wikipedia.org/wiki/Pietro_Ferraris,forward
3045,P-16678,Ferreira,Buenaventura,1960-07-04,0,0,0,1,0,1,1986,https://en.wikipedia.org/wiki/Buenaventura_Ferreira,midfielder
3046,P-34132,Ferreira,Jes?s,2000-12-24,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Jes%C3%BAs_Ferreira,forward
3047,P-60505,Ferreira,Manuel,1905-10-22,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Manuel_Ferreira_(footballer),forward
3048,P-16378,Ferreira,Paulo,1979-01-18,0,0,1,0,0,2,"2006, 2010",https://en.wikipedia.org/wiki/Paulo_Ferreira,defender
3049,P-05616,Ferreiro,Roberto,1935-04-25,0,0,1,0,0,1,1966,https://en.wikipedia.org/wiki/Roberto_Ferreiro,defender
3050,P-72370,Ferrel,Leonardo,1923-07-07,0,0,0,1,0,1,1950,https://en.wikipedia.org/wiki/Leonardo_Ferrel,midfielder
3051,P-59647,Ferrer,Albert,1970-06-06,0,0,1,0,0,2,"1994, 1998",https://en.wikipedia.org/wiki/Albert_Ferrer,defender
3052,P-46059,Ferrer,Pedro,not available,0,0,0,0,1,1,1938,https://en.wikipedia.org/wiki/Pedro_Ferrer_(footballer),forward
3053,P-80821,Ferreri,Jean-Marc,1962-12-26,0,0,0,1,0,1,1986,https://en.wikipedia.org/wiki/Jean-Marc_Ferreri,midfielder
3054,P-47366,Ferri,Riccardo,1963-08-20,0,0,1,0,0,1,1990,https://en.wikipedia.org/wiki/Riccardo_Ferri,defender
3055,P-37836,Ferrini,Giorgio,1939-08-18,0,0,0,1,0,1,1962,https://en.wikipedia.org/wiki/Giorgio_Ferrini,midfielder
3056,P-71063,Ferro,Romina,1980-06-26,1,1,0,0,0,2,"2003, 2007",https://en.wikipedia.org/wiki/Romina_Ferro,goal_keeper
3057,P-94112,Fesselet,Gilbert,1928-04-16,0,0,0,1,0,1,1954,https://en.wikipedia.org/wiki/Gilbert_Fesselet,midfielder
3058,P-60146,Festa,Alberto,1939-07-21,0,0,1,0,0,1,1966,https://en.wikipedia.org/wiki/Alberto_Festa,defender
3059,P-64903,Fetfatzidis,Giannis,1990-12-21,0,0,0,1,0,1,2014,https://en.wikipedia.org/wiki/Giannis_Fetfatzidis,midfielder
3060,P-01302,Feudjio,Raissa,1995-10-29,1,0,0,1,0,2,"2015, 2019",https://en.wikipedia.org/wiki/Raissa_Feudjio,midfielder
3061,P-36230,Feudjou,Lo?c,1992-04-14,0,1,0,0,0,1,2014,https://en.wikipedia.org/wiki/Maxime_Lo%C3%AFc_Feudjou,goal_keeper
3062,P-45404,Feureisl,Ji??,1931-10-03,0,0,0,0,1,1,1958,https://en.wikipedia.org/wiki/Ji%C5%99%C3%AD_Feureisl,forward
3063,P-07810,Feurer,Herbert,1954-01-14,0,1,0,0,0,1,1982,https://en.wikipedia.org/wiki/Herbert_Feurer,goal_keeper
3064,P-19849,Feutmba,Roger,1968-10-31,0,0,0,1,0,1,1990,https://en.wikipedia.org/wiki/Roger_Feutmba,midfielder
3065,P-48120,Fia,not applicable,1964-04-01,1,0,0,1,0,1,1991,https://en.wikipedia.org/wiki/Maria_L%C3%BAcia_Lima,midfielder
3066,P-53399,Fiala,Jan,1956-05-19,0,0,1,0,0,1,1982,https://en.wikipedia.org/wiki/Jan_Fiala,defender
3067,P-01632,Fiala,Jean-Pierre,1969-04-22,0,0,0,1,0,1,1994,https://en.wikipedia.org/wiki/Jean-Pierre_Fiala,midfielder
3068,P-63982,Fichtel,Klaus,1944-11-19,0,0,1,0,0,1,1970,https://en.wikipedia.org/wiki/Klaus_Fichtel,defender
3069,P-18102,Fid?lis,not applicable,1944-03-13,0,0,1,0,0,1,1966,https://en.wikipedia.org/wiki/Jos%C3%A9_Maria_Fid%C3%A9lis_dos_Santos,defender
3070,P-17800,Fieber,Peter,1964-05-16,0,0,1,0,0,1,1990,https://en.wikipedia.org/wiki/Peter_Fieber,defender
3071,P-65285,Fiedler,Bill,1910-01-10,0,0,0,1,0,1,1934,https://en.wikipedia.org/wiki/Bill_Fiedler,midfielder
3072,P-67949,Fierro,Gonzalo,1983-03-21,0,0,0,1,0,1,2010,https://en.wikipedia.org/wiki/Gonzalo_Fierro,midfielder
3073,P-44080,Fievez,Jean,1910-11-30,0,0,0,0,1,1,1938,https://en.wikipedia.org/wiki/Jean_Fievez,forward
3074,P-14478,Fife,Jenna,1995-12-01,1,1,0,0,0,1,2019,https://en.wikipedia.org/wiki/Jenna_Fife,goal_keeper
3075,P-57496,Figo,Lu?s,1972-11-04,0,0,0,1,0,2,"2002, 2006",https://en.wikipedia.org/wiki/Lu%C3%ADs_Figo,midfielder
3076,P-13304,Figueiredo,Ernesto,1937-07-06,0,0,0,0,1,1,1966,https://en.wikipedia.org/wiki/Ernesto_Figueiredo,forward
3077,P-14307,Figueiredo,Paulo,1972-11-28,0,0,0,1,0,1,2006,https://en.wikipedia.org/wiki/Paulo_Figueiredo,midfielder
3078,P-95834,Figueroa,El?as,1946-10-25,0,0,1,0,0,3,"1966, 1974, 1982",https://en.wikipedia.org/wiki/El%C3%ADas_Figueroa,defender
3079,P-31125,Figueroa,Maynor,1983-05-02,0,0,1,0,0,2,"2010, 2014",https://en.wikipedia.org/wiki/Maynor_Figueroa,defender
3080,P-55438,Figueroa,Roberto,1959-12-15,0,0,0,0,1,1,1982,https://en.wikipedia.org/wiki/Jos%C3%A9_Roberto_Figueroa,forward
3081,P-38988,Filekovi?,Suad,1978-09-16,0,0,1,0,0,1,2010,https://en.wikipedia.org/wiki/Suad_Filekovi%C4%87,defender
3082,P-96231,Filigno,Jonelle,1990-09-24,1,0,0,0,1,2,"2011, 2015",https://en.wikipedia.org/wiki/Jonelle_Filigno,forward
3083,P-76203,Filimonov,Aleksandr,1973-10-15,0,1,0,0,0,1,2002,https://en.wikipedia.org/wiki/Aleksandr_Filimonov,goal_keeper
3084,P-48638,Filipescu,Iulian,1974-03-29,0,0,0,1,0,1,1998,https://en.wikipedia.org/wiki/Iulian_Filipescu,midfielder
3085,P-69415,Filippova,Natalia,1975-02-07,1,0,1,0,0,1,1999,https://en.wikipedia.org/wiki/Natalia_Filippova,defender
3086,P-25276,Fillol,Ubaldo,1950-07-21,0,1,0,0,0,3,"1974, 1978, 1982",https://en.wikipedia.org/wiki/Ubaldo_Fillol,goal_keeper
3087,P-36179,Findley,Robbie,1985-08-04,0,0,0,0,1,1,2010,https://en.wikipedia.org/wiki/Robbie_Findley,forward
3088,P-56778,Finnan,Steve,1976-04-24,0,0,1,0,0,1,2002,https://en.wikipedia.org/wiki/Steve_Finnan,defender
3089,P-70085,Finnbogason,Alfre?,1989-02-01,0,0,0,0,1,1,2018,https://en.wikipedia.org/wiki/Alfre%C3%B0_Finnbogason,forward
3090,P-86813,Finney,Tom,1922-04-05,0,0,0,0,1,3,"1950, 1954, 1958",https://en.wikipedia.org/wiki/Tom_Finney,forward
3091,P-39792,Finney,Tommy,1952-11-06,0,0,0,1,0,1,1982,https://en.wikipedia.org/wiki/Tommy_Finney,midfielder
3092,P-12901,Fiorini,Silvia,1969-12-24,1,0,0,1,1,2,"1991, 1999",https://en.wikipedia.org/wiki/Silvia_Fiorini,midfielder
3093,P-78829,Firm,Vladimir,1923-06-05,0,0,0,0,1,1,1950,https://en.wikipedia.org/wiki/Vladimir_Firm,forward
3094,P-37877,Firmino,Roberto,1991-10-02,0,0,0,0,1,1,2018,https://en.wikipedia.org/wiki/Roberto_Firmino,forward
3095,P-96371,Fischer,Andrzej,1952-01-15,0,1,0,0,0,1,1974,https://en.wikipedia.org/wiki/Andrzej_Fischer,goal_keeper
3096,P-52461,Fischer,Klaus,1949-12-27,0,0,0,0,1,2,"1978, 1982",https://en.wikipedia.org/wiki/Klaus_Fischer,forward
3097,P-52228,Fischer,Nilla,1984-08-02,1,0,1,1,0,4,"2007, 2011, 2015, 2019",https://en.wikipedia.org/wiki/Nilla_Fischer,defender
3098,P-65946,Fischer,Viktor,1994-06-09,0,0,0,0,1,1,2018,https://en.wikipedia.org/wiki/Viktor_Fischer,forward
3099,P-92802,Fish,Mark,1974-03-14,0,0,1,0,0,1,1998,https://en.wikipedia.org/wiki/Mark_Fish,defender
3100,P-32235,Fiskerstrand,Cecilie,1996-03-20,1,1,0,0,0,2,"2015, 2019",https://en.wikipedia.org/wiki/Cecilie_Fiskerstrand,goal_keeper
3101,P-44228,Fitschen,Doris,1968-10-25,1,0,1,0,0,2,"1991, 1999",https://en.wikipedia.org/wiki/Doris_Fitschen,defender
3102,P-73648,Fj?rtoft,Jan ?ge,1967-01-10,0,0,0,0,1,1,1994,https://en.wikipedia.org/wiki/Jan_%C3%85ge_Fj%C3%B8rtoft,forward
3103,P-22662,Fl?ng,Kamma,1976-03-30,1,0,1,0,0,1,1995,https://en.wikipedia.org/wiki/Kamma_Fl%C3%A6ng,defender
3104,P-78483,Fl?vio,not applicable,1979-12-20,0,0,0,0,1,1,2006,https://en.wikipedia.org/wiki/Fl%C3%A1vio_Amado,forward
3105,P-56270,Fleck,Robert,1965-08-11,0,0,0,0,1,1,1990,https://en.wikipedia.org/wiki/Robert_Fleck,forward
3106,P-03895,Fleming,Jessie,1998-03-11,1,0,0,1,0,2,"2015, 2019",https://en.wikipedia.org/wiki/Jessie_Fleming,midfielder
